sample_id,dataset_source,subset,image_filename,image_path,file_sha256,width,height,channels,blur_variance,brightness_mean,contrast_std,r_mean,g_mean,b_mean,r_std,g_std,b_std,h_mean,s_mean,v_mean,lab_l_mean,lab_a_mean,lab_b_mean,ground_truth_drug,drug_family,concentration,cutting_agent,presumptive_label,device,lighting,lab_confirmation,is_duplicate,split
BLINDED_QPZ,PMC7332374_NIHMS1576105_idPAD,blinded_study,image219.jpeg,storage/processed_images/idpad/image219.jpeg,525a419d2466378d3ea313db8e36340cefbb4f39a36fecc1d56a92d75a773b58,306,172,3,2065.18,189.03,64.23,188.85,189.57,186.73,64.26,63.9,67.53,48.9,16.72,192.81,193.53,127.29,129.5,Heroin,HEROIN_OPIOID,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_QTE,PMC7332374_NIHMS1576105_idPAD,blinded_study,image220.jpeg,storage/processed_images/idpad/image220.jpeg,960cf2f4e37acd94553648789996b648b57efb1050472201e6f59e62055d4efd,299,168,3,2938.23,204.7,54.38,203.9,204.89,205.9,54.94,54.31,54.68,67.26,9.73,208.28,208.63,127.89,127.39,Methamphetamine,METHAMPHETAMINE,25%,Dimethyl Sulfone (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_QUC,PMC7332374_NIHMS1576105_idPAD,blinded_study,image221.jpeg,storage/processed_images/idpad/image221.jpeg,1ce3fbb74d14a8adeaeaa31a37d8046690ce8d27b87be655a1eb4afc81de0028,307,173,3,2399.1,195.99,59.66,195.03,196.53,195.71,60.23,59.35,61.56,55.26,12.93,199.69,200.35,127.38,128.3,Crack Cocaine 2,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_RKD,PMC7332374_NIHMS1576105_idPAD,blinded_study,image224.jpeg,storage/processed_images/idpad/image224.jpeg,4c0a0e0dfff864a19c718fced6e22874a6da2014a7ab58dd2e104d39783d7d52,291,164,3,2323.94,199.39,59.98,198.76,199.63,199.7,60.03,59.82,62.42,50.57,15.31,204.18,203.4,127.79,127.96,Methamphetamine,METHAMPHETAMINE,25%,Dimethyl Sulfone (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_RNR,PMC7332374_NIHMS1576105_idPAD,blinded_study,image225.jpeg,storage/processed_images/idpad/image225.jpeg,a0c30b3020c0edc1870d8f988dd988af0b3812204761c07dad67b60e0f72031e,297,167,3,3138.44,201.32,57.45,199.58,201.88,202.96,58.34,57.12,58.34,62.11,12.1,205.55,205.4,127.46,127.2,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_RPX,PMC7332374_NIHMS1576105_idPAD,blinded_study,image226.jpeg,storage/processed_images/idpad/image226.jpeg,833241a0cbf9e9eb8c055a4ca81e403faf8b12a80138d75f745fd99960ec8dc6,295,166,3,2872.3,205.08,54.05,202.41,205.99,207.37,55.32,53.69,54.46,57.74,13.6,209.96,209.22,127.11,126.91,Heroin,HEROIN_OPIOID,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_S6H,PMC7332374_NIHMS1576105_idPAD,blinded_study,image228.jpeg,storage/processed_images/idpad/image228.jpeg,e5dcafbfd16da0cc83b9f4c8c7a9acd747103e09739a7bdf2a595c73dd79980d,296,166,3,2886.21,201.12,57.11,200.09,201.53,201.6,58.25,56.81,57.4,53.83,10.81,204.52,205.22,127.58,127.82,Methamphetamine,METHAMPHETAMINE,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_SFR,PMC7332374_NIHMS1576105_idPAD,blinded_study,image230.jpeg,storage/processed_images/idpad/image230.jpeg,94f0639e69b2df3739160dc97345d26527a1247afa1588a437f1d2766cf0575a,295,166,3,3021.46,203.07,55.17,198.93,204.54,206.33,58.71,54.27,54.18,64.87,15.63,208.19,207.55,126.6,126.45,Cocaine HCl,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_SRG,PMC7332374_NIHMS1576105_idPAD,blinded_study,image231.jpeg,storage/processed_images/idpad/image231.jpeg,9eae76d844e1841fd25d38e64bae3f47de4b9e82b70d357f7d1c3a55e13909ed,307,173,3,2482.49,198.16,58.3,198.78,198.45,194.99,60.09,57.93,58.22,28.14,16.0,202.14,202.48,127.72,129.83,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_SSB,PMC7332374_NIHMS1576105_idPAD,blinded_study,image232.jpeg,storage/processed_images/idpad/image232.jpeg,2e86c621b0d524c9b1bcc1c3dbc824b0508a2375fbfab2d70385835a2fbf3ce2,296,166,3,2921.42,195.6,60.54,193.75,196.35,196.43,61.55,60.02,62.62,53.73,17.64,201.02,199.95,127.2,127.76,Crack Cocaine 1,COCAINE_SERIES,100%,Cut with Nicotinamide,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_SWR,PMC7332374_NIHMS1576105_idPAD,blinded_study,image233.jpeg,storage/processed_images/idpad/image233.jpeg,5631b77302d4852e3c3b9c00ca30db8dc7794342a21befe1c3ee2d4952ad09df,309,174,3,2772.67,199.95,56.77,197.97,200.81,200.64,58.51,56.17,57.09,60.3,10.8,203.15,204.32,127.04,127.77,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_UFL,PMC7332374_NIHMS1576105_idPAD,blinded_study,image240.jpeg,storage/processed_images/idpad/image240.jpeg,1e37aa5befa1a4278309e19c1881ace69dbb2386eb5190ba738936a3c6287ce7,306,172,3,2293.9,195.04,60.82,192.52,195.85,197.36,61.28,60.52,63.08,60.74,15.96,200.55,199.44,127.22,126.94,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_UJ5,PMC7332374_NIHMS1576105_idPAD,blinded_study,image241.jpeg,storage/processed_images/idpad/image241.jpeg,b88bcd49faa0eb85100bb63228ba145f1f8c1e28f90e5497aac31f9f1c0e325f,306,172,3,2392.75,194.06,60.95,192.7,194.54,194.98,61.1,60.76,63.28,56.45,15.81,199.3,198.41,127.54,127.64,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_UJG,PMC7332374_NIHMS1576105_idPAD,blinded_study,image242.jpeg,storage/processed_images/idpad/image242.jpeg,869db6a530311000503d0d553f088d40753f43f8b2b4d93a4c5fe5890b5e9c57,308,173,3,2272.19,193.99,59.68,194.16,194.12,192.79,59.33,59.7,62.94,46.87,15.2,198.38,198.39,127.94,128.71,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_ULN,PMC7332374_NIHMS1576105_idPAD,blinded_study,image243.jpeg,storage/processed_images/idpad/image243.jpeg,3dc54c35dbc329225cab0276a231a61fd4f61334c2c8d47baf858e68369b7ed4,313,176,3,2100.0,196.71,60.49,194.74,197.22,199.14,61.39,60.14,61.72,58.36,14.11,201.86,200.94,127.59,126.79,Methamphetamine,METHAMPHETAMINE,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_UM8,PMC7332374_NIHMS1576105_idPAD,blinded_study,image244.jpeg,storage/processed_images/idpad/image244.jpeg,e8f6c784f3034e0f1bd11c19e3a49a996ac831cecda3d571a384c06c4d2abcc4,297,167,3,2286.49,191.17,61.72,190.99,191.4,190.43,61.43,61.55,65.12,50.71,17.68,196.24,195.65,127.79,128.58,Crack Cocaine 2,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_UNE,PMC7332374_NIHMS1576105_idPAD,blinded_study,image245.jpeg,storage/processed_images/idpad/image245.jpeg,8e553a16026148a45fcd357131798018952449e2d66e6902e5f6dff47382445c,299,168,3,2511.06,199.44,57.1,198.66,199.65,200.38,57.56,57.02,58.04,58.44,11.95,203.45,203.62,127.88,127.55,Crack Cocaine 2,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_UR9,PMC7332374_NIHMS1576105_idPAD,blinded_study,image246.jpeg,storage/processed_images/idpad/image246.jpeg,5a272b31692939bbbf528d0a2c67909c7d58576fd57b6d02a2a58cd7d3cfd195,303,171,3,2595.44,198.72,57.71,196.07,199.29,202.65,58.9,57.53,56.88,70.46,14.16,204.18,202.99,127.61,125.89,Methamphetamine,METHAMPHETAMINE,50%,Dimethyl Sulfone (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_URU,PMC7332374_NIHMS1576105_idPAD,blinded_study,image247.jpeg,storage/processed_images/idpad/image247.jpeg,65df51b1f0c2c38db10234b9ee19cdcabac33809b6c6acc3e8bd4c7de927390f,307,173,3,2475.72,195.5,59.68,195.49,195.94,193.22,61.39,59.31,59.58,33.11,14.61,199.04,199.96,127.58,129.36,Heroin,HEROIN_OPIOID,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_V25,PMC7332374_NIHMS1576105_idPAD,blinded_study,image249.jpeg,storage/processed_images/idpad/image249.jpeg,c4adaf7479195a3675924a488721f14fb406fabe1e22fbbfeb2e73bd8f4f266a,315,177,3,2359.24,198.03,59.34,200.5,198.14,190.97,59.33,59.19,62.07,22.8,19.35,202.07,202.24,127.66,132.05,Cocaine HCl,COCAINE_SERIES,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_V9G,PMC7332374_NIHMS1576105_idPAD,blinded_study,image250.jpeg,storage/processed_images/idpad/image250.jpeg,9cf7c37b9a035359b571b21cbfb2c6b94ed5ee80348e119b032df14343aa9f4f,289,162,3,2774.26,208.24,52.4,208.32,208.36,207.51,53.12,52.2,53.12,54.42,9.39,211.25,212.02,127.88,128.49,None,NEGATIVE_CUTTING_AGENT,0%,Dimethyl Sulfone (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_VC3,PMC7332374_NIHMS1576105_idPAD,blinded_study,image251.jpeg,storage/processed_images/idpad/image251.jpeg,8276c57824a80a4e61f476a35db5035861c58c2ee654f78bac9ad5575179218f,309,174,3,2669.68,205.83,54.96,206.9,205.97,202.28,55.37,54.96,55.6,27.39,11.44,208.69,209.67,127.77,130.01,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_VKM,PMC7332374_NIHMS1576105_idPAD,blinded_study,image253.jpeg,storage/processed_images/idpad/image253.jpeg,120a3240a7596aed46f0b299926a08cb34fc89abc7c1bbc9feeef6c26fb6b456,283,159,3,3372.7,199.26,58.38,199.42,199.7,196.47,59.87,58.06,58.27,32.39,13.82,202.54,203.5,127.5,129.63,Methamphetamine,METHAMPHETAMINE,50%,Dimethyl Sulfone (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_VKR,PMC7332374_NIHMS1576105_idPAD,blinded_study,image254.jpeg,storage/processed_images/idpad/image254.jpeg,4593999452347fd23abd551892f55aa66dc1b26d7462c5b6937170b518f8cbc1,292,164,3,2538.07,190.03,63.88,188.35,190.44,192.18,63.91,63.78,65.83,60.58,15.11,195.1,194.38,127.69,126.95,Heroin,HEROIN_OPIOID,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_VQS,PMC7332374_NIHMS1576105_idPAD,blinded_study,image255.jpeg,storage/processed_images/idpad/image255.jpeg,5f261d127b91d6cd496f3b7058b8a96272759f95f800be1bb9293e7d9b88dad2,304,171,3,2592.97,201.12,58.23,203.79,201.21,193.59,58.0,58.05,62.06,25.18,20.31,205.47,205.19,127.69,132.31,Crack Cocaine 1,COCAINE_SERIES,100%,Cut with Nicotinamide,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_VU6,PMC7332374_NIHMS1576105_idPAD,blinded_study,image256.jpeg,storage/processed_images/idpad/image256.jpeg,a53ce93da45d60f397f6b0c57117fc8006f147d65c064ef60c42ef6cb5e7ddc5,301,170,3,2957.74,203.99,56.46,202.51,204.38,205.72,57.53,56.32,56.75,51.79,15.06,209.4,207.93,127.74,127.15,Methamphetamine,METHAMPHETAMINE,50%,Dimethyl Sulfone (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_W48,PMC7332374_NIHMS1576105_idPAD,blinded_study,image259.jpeg,storage/processed_images/idpad/image259.jpeg,0e291efb04fc15bb821600c13ad5c47ee77ca27b4a13919958a28dfdf6fa08b1,299,168,3,3014.27,195.46,62.23,195.76,195.81,192.77,62.54,62.09,63.71,35.43,13.07,198.31,199.6,127.54,129.61,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_W9F,PMC7332374_NIHMS1576105_idPAD,blinded_study,image260.jpeg,storage/processed_images/idpad/image260.jpeg,7ad13078db827c82c4842e9e616c7577055a04e26a0899f537ff3c7e538df748,291,164,3,2817.33,195.03,61.12,196.85,195.27,189.04,61.15,60.96,63.99,30.69,19.31,198.97,199.34,127.57,131.5,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_WA9,PMC7332374_NIHMS1576105_idPAD,blinded_study,image261.jpeg,storage/processed_images/idpad/image261.jpeg,7c934f1e644efc3d3010648d8348f590facba57491f676c3ba78021425c87df1,317,178,3,2342.43,196.8,59.81,196.16,197.16,196.47,59.57,59.84,62.59,49.59,17.68,201.98,201.05,127.67,128.35,Crack Cocaine 1,COCAINE_SERIES,100%,Cut with Nicotinamide,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_WAN,PMC7332374_NIHMS1576105_idPAD,blinded_study,image262.jpeg,storage/processed_images/idpad/image262.jpeg,1d2007141b37b4c9edd7c654c66a9842a69f2b39861871ce76df69c059f190c1,292,165,3,2685.4,196.07,60.24,199.26,196.09,187.57,58.62,60.35,66.72,32.75,25.77,201.24,200.42,127.83,132.99,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_WL7,PMC7332374_NIHMS1576105_idPAD,blinded_study,image264.jpeg,storage/processed_images/idpad/image264.jpeg,23735c5aa3041c115f70f0cf84864b42769130cf93a76088594093feadd4fda9,295,166,3,2832.72,203.41,55.21,203.05,203.96,201.43,56.61,54.87,55.21,32.75,11.34,206.24,207.55,127.37,129.18,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_WPG,PMC7332374_NIHMS1576105_idPAD,blinded_study,image266.jpeg,storage/processed_images/idpad/image266.jpeg,919a2e73e49d88bac9ae4fe5ddbfac2133cdc86db09d6fb19138bca77a769197,307,173,3,2689.33,201.3,56.17,203.43,201.15,196.29,55.62,56.36,61.27,47.42,27.81,209.15,205.45,128.22,130.89,Methamphetamine,METHAMPHETAMINE,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_WRB,PMC7332374_NIHMS1576105_idPAD,blinded_study,image267.jpeg,storage/processed_images/idpad/image267.jpeg,dcb3736865c937a856b24b34ef4cab988281455ded2b22dca344039b8e4600fa,303,170,3,2456.03,209.13,52.51,207.73,209.5,210.71,53.79,52.24,52.55,50.51,12.35,213.75,212.86,127.73,127.19,Methamphetamine,METHAMPHETAMINE,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_WTZ,PMC7332374_NIHMS1576105_idPAD,blinded_study,image268.jpeg,storage/processed_images/idpad/image268.jpeg,b16ae531655a5bcfe34e345eb9aef68f75a35f6bcf01e62dc3ad9cf9cc889c0d,301,169,3,2446.54,195.71,62.42,193.03,196.36,199.22,63.37,62.17,63.12,62.26,15.1,201.28,199.88,127.49,126.2,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_WVF,PMC7332374_NIHMS1576105_idPAD,blinded_study,image269.jpeg,storage/processed_images/idpad/image269.jpeg,cf9ce72482780e7508f0f93632348b8763fa23031f02b36c33ec9c78a9026d90,306,172,3,2316.41,197.95,58.03,195.4,198.55,201.42,59.1,57.63,59.14,66.46,14.73,203.69,202.28,127.55,126.22,Heroin,HEROIN_OPIOID,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_WWB,PMC7332374_NIHMS1576105_idPAD,blinded_study,image270.jpeg,storage/processed_images/idpad/image270.jpeg,812176702b1d9435ca93599b590db727f06590b731ec6070664969d9894f632c,301,169,3,2645.89,194.13,63.63,196.09,194.37,187.76,63.36,63.46,66.79,23.99,18.69,197.58,198.29,127.52,131.72,Methamphetamine,METHAMPHETAMINE,25%,Dimethyl Sulfone (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_X8B,PMC7332374_NIHMS1576105_idPAD,blinded_study,image271.jpeg,storage/processed_images/idpad/image271.jpeg,b0b97f79f4a1d009e00554873395dd69cadc4074159f380f6018611060b50bf8,305,171,3,2744.2,201.36,56.75,200.17,201.8,202.2,57.3,56.57,57.91,59.68,11.19,205.16,205.47,127.58,127.65,None,NEGATIVE_CUTTING_AGENT,0%,Dimethyl Sulfone (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_X93,PMC7332374_NIHMS1576105_idPAD,blinded_study,image272.jpeg,storage/processed_images/idpad/image272.jpeg,6205a953805d3eff9ad4ded11bad04240abdd94f04d5cd3b349bc8772f70fea0,309,174,3,2750.3,204.14,54.59,206.54,204.19,197.75,54.29,54.56,58.64,44.1,21.22,209.29,208.19,127.81,131.63,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_XBZ,PMC7332374_NIHMS1576105_idPAD,blinded_study,image275.jpeg,storage/processed_images/idpad/image275.jpeg,25460cff9509f35be55fb34203fd9556506a13e358a4077065955a434f2e342d,309,174,3,2617.2,203.62,54.76,201.08,204.35,206.33,56.78,54.07,55.35,60.69,15.07,209.33,207.83,127.31,126.67,Methamphetamine,METHAMPHETAMINE,25%,Dimethyl Sulfone (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_XDX,PMC7332374_NIHMS1576105_idPAD,blinded_study,image276.jpeg,storage/processed_images/idpad/image276.jpeg,c0787ec98e782e6cb830dbdc7b616ea26f4c56819e83281fca10e54ec56883bd,305,171,3,2867.0,201.27,56.65,199.88,201.66,202.82,57.85,56.39,56.95,58.72,12.03,205.53,205.41,127.69,127.24,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_XET,PMC7332374_NIHMS1576105_idPAD,blinded_study,image277.jpeg,storage/processed_images/idpad/image277.jpeg,eabff1dd6eb5a109c422c168e165b0755bc4d4f31359dd714bab5418f9260ac5,310,175,3,2417.53,210.64,51.0,209.17,210.78,213.81,52.05,50.93,50.48,70.59,10.87,215.39,214.27,128.08,126.3,Cocaine HCl,COCAINE_SERIES,25%,Lactose (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_XHM,PMC7332374_NIHMS1576105_idPAD,blinded_study,image278.jpeg,storage/processed_images/idpad/image278.jpeg,54dd9dbca41250d610c4a8eb5b07faafd55484103ed72a0b6cfd2ed234c420a7,309,174,3,2998.62,205.28,56.26,205.0,205.86,202.89,57.45,55.86,57.05,37.57,11.11,207.99,209.2,127.27,129.43,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_XS9,PMC7332374_NIHMS1576105_idPAD,blinded_study,image280.jpeg,storage/processed_images/idpad/image280.jpeg,5279be925c528549bbe410b61a7336a96827164605b1c3f2e4f023c5a6e25eff,310,174,3,2659.9,200.32,56.95,198.76,200.75,202.19,58.98,56.58,56.33,55.63,14.17,205.25,204.59,127.78,127.04,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_XWN,PMC7332374_NIHMS1576105_idPAD,blinded_study,image283.jpeg,storage/processed_images/idpad/image283.jpeg,b68bc4f348c3eec5bce3a3793bcea574b418f2993c688a7ce614eb78e99bcada,310,174,3,2058.24,190.65,60.56,190.54,191.03,188.82,60.24,60.48,64.09,50.46,18.66,195.58,195.27,127.55,129.18,Methamphetamine,METHAMPHETAMINE,25%,Dimethyl Sulfone (75%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_Y6J,PMC7332374_NIHMS1576105_idPAD,blinded_study,image284.jpeg,storage/processed_images/idpad/image284.jpeg,9914f4e5d55189da56aa16f57ca2587d6ea4666035d80f25eca56f86ae248fb2,300,169,3,2457.86,197.46,58.73,197.19,197.91,195.8,59.18,58.58,59.73,42.0,11.04,200.16,201.74,127.45,129.02,None,NEGATIVE_CUTTING_AGENT,0%,Lactose (100%),PRESUMPTIVE_NEGATIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_YL7,PMC7332374_NIHMS1576105_idPAD,blinded_study,image287.jpeg,storage/processed_images/idpad/image287.jpeg,4f3be5550e66b5119285c8aa21bbd23a5590ac4d7c5c9dca0f02439338805689,304,171,3,2479.07,201.45,55.02,199.68,201.97,203.48,56.1,54.82,54.92,68.18,10.98,205.4,205.71,127.57,126.96,Cocaine HCl,COCAINE_SERIES,50%,Lactose (50%),PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_YTB,PMC7332374_NIHMS1576105_idPAD,blinded_study,image288.jpeg,storage/processed_images/idpad/image288.jpeg,6fedfbc89c113e7474b083e81debe1bf4eb37a92bce6fd9a91a93f50d349eab1,296,166,3,2932.0,197.89,59.4,197.35,197.78,199.8,59.97,59.31,60.44,63.68,15.17,203.38,201.91,128.36,126.98,Crack Cocaine 1,COCAINE_SERIES,100%,Cut with Nicotinamide,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
BLINDED_Z5B,PMC7332374_NIHMS1576105_idPAD,blinded_study,image290.jpeg,storage/processed_images/idpad/image290.jpeg,33418a6dd0545d9521e1b4381c942b8e574fc1186c109b68953f96f1dc5bfe76,300,169,3,2655.5,204.4,55.87,206.95,204.61,196.63,55.67,55.66,61.3,33.72,23.25,209.77,208.47,127.63,132.47,Heroin,HEROIN_OPIOID,100%,None,PRESUMPTIVE_POSITIVE,idPAD_12Lane_Paper_Device,LED_Lightbox_Standard,FTIR_and_GCMS_Berrien_County_Crime_Lab,False,train
